Site,Lab ID,Field ID ,Field Date,Reach,Transect,Source of Production,Method,Life Stage,Order,Family,Genus,Common Name ,Functional Group ,Length ,a ,b ,Weight,ID Date,Processor,QA/QC,Notes
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Baetidae,NA,Flat-headed mayfly,Scraper,4,0.0108,2.754,0.491469953,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Trichoptera,Limnephilidae,NA,Northern case-maker caddisfly,Shredder,6,0.004,2.933,0.766262564,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Trichoptera,Limnephilidae,NA,Northern case-maker caddisfly,Shredder,7,0.004,2.933,1.204294056,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,2,NA,NA,NA,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Plecoptera,Peltoperlidae,NA,Roach-like stonefly,Shredder,5,0.017,2.737,1.391649357,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,4,0.0108,2.754,0.491469953,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,4,0.0074,2.879,0.400463035,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,4,0.0025,2.692,0.104396396,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,2,0.0108,2.754,0.072855168,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,3,0.0108,2.754,0.222543898,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,4,0.0108,2.754,0.491469953,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Chironomidae,NA,Midge,Collector-Gatherer,4,0.005097526,2.32,0.127097974,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Plecoptera,Perlidae,NA,Golden stonefly,Predator,3,0.0099,2.879,0.234027712,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,6,0.0025,2.692,0.310973352,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Trichoptera,Hydropsychidae,NA,Net-spinner caddisfly,Collector-Filterer,7,0.0046,2.926,1.366201308,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,5,0.0074,2.879,0.761318463,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,1,0.0074,2.879,0.0074,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,5,0.0074,2.879,0.761318463,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,4,0.0074,2.879,0.400463035,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,3,0.0025,2.692,0.048122749,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,5,0.0025,2.692,0.190356302,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Sphaeriida,Spaerioidea,NA,Pea clam,Collector-Filterer,1,NA,NA,NA,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Coleoptera,Tenebrionidae,NA,Darkling beetle ,Detritivore,4,0.0513,2.669,2.074987486,0.005621578,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Megaloptera,Sialidae,NA,Alderfly,Predator,3,0.0037,2.753,0.076158177,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,4,0.0065,2.724,0.28374275,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Ephemerellidae,Drunella,Spiny crawler mayfly,Scraper,5,0.0103,2.676,0.764330089,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Scraper,2,0.152895591,2.18,0.692851805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,1,0.0074,2.879,0.0074,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,5,0.0025,2.692,0.190356302,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,5,0.0025,2.692,0.190356302,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,5,0.0074,2.879,0.761318463,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,5,0.0074,2.879,0.761318463,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,4,0.0074,2.879,0.400463035,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,5,0.0065,2.724,0.521083892,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,4,0.0065,2.724,0.28374275,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,5,0.0065,2.724,0.521083892,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Plecoptera,Peltoperlidae,NA,Roach-like stonefly,Shredder,5,0.017,2.737,1.391649357,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,4,0.0025,2.692,0.104396396,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Plecoptera,Chloroperlidae,NA,Little green stonefly,Predator,6,0.0065,2.724,0.856243648,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,5,0.0025,2.692,0.190356302,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Scraper,2,0.152895591,2.18,0.692851805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Ephemerellidae,Drunella,Spiny crawler mayfly,Scraper,5,0.0103,2.676,0.764330089,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Diptera,Chironomidae,NA,Midge,Collector-Gatherer,4,0.006,3.05,0.41156101,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,4,0.0108,2.754,0.491469953,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Ephemerellidae,Drunella,Spiny crawler mayfly,Scraper,6,0.0103,2.676,1.245001775,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,4,0.0074,2.879,0.400463035,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,4,0.0074,2.879,0.400463035,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,4,0.0074,2.879,0.400463035,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,5,0.0074,2.879,0.761318463,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,5,0.0108,2.754,0.908630158,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,4,0.0108,2.754,0.491469953,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Ephemerellidae,Drunella,Spiny crawler mayfly,Scraper,3,0.0103,2.676,0.194811102,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,4,0.0108,2.754,0.491469953,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,4,0.0025,2.692,0.104396396,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Scraper,2,0.152895591,2.18,0.692851805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Scraper,3,0.152895591,2.18,1.676946847,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,6,0.0056,2.762,0.789662984,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,1,0.0056,2.762,0.0056,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,5,0.0108,2.754,0.908630158,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,3,0.0025,2.692,0.048122749,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,5,0.0025,2.692,0.190356302,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,5,0.0108,2.754,0.908630158,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,4,0.0108,2.754,0.491469953,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Plecoptera,Nemouridae,NA,Little brown stonefly,Shredder,2,0.0056,2.762,0.037986814,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,5,0.0108,2.754,0.908630158,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,5,0.0108,2.754,0.908630158,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Scraper,2,0.152895591,2.18,0.692851805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,4,0.0074,2.879,0.400463035,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,3,0.0074,2.879,0.174929805,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Scraper,3,0.152895591,2.18,1.676946847,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Diptera,Psychodidae,Maruini(a),Moth fly,Scraper,5,0.0025,2.692,0.190356302,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,4,0.0074,2.879,0.400463035,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,2,0.0074,2.879,0.054437363,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Collector-Gatherer,4,0.0074,2.879,0.400463035,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,3,0.0108,2.754,0.222543898,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,4,0.0108,2.754,0.491469953,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Larvae,Plecoptera,Peltoperlidae,NA,Roach-like stonefly,Shredder,2,0.017,2.737,0.113336036,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Nymph,Ephemeroptera,Heptagenniidae,NA,Flat-headed mayfly,Scraper,3,0.0108,2.754,0.222543898,1.15.2026,NB,BG,
FTC,2SUR2.10/9/2025,2SUR2,10.9.2025,2,2,Aquatic,Surber,Adult,Coleoptera,Elmidae,Cleptelmis,Riffle beetle,Scraper,2,0.152895591,2.18,0.692851805,1.15.2026,NB,BG,
